timestamp,altitude,vitesse,ax,ay,az,roll,pitch,yaw
87,5.52,0,0.08,-0.5,9.93,-0.4,-5,261
88,4.79,0,0.36,0.2,9.92,1.44,-5,264
89,4.08,0,0.3,-0.07,10.01,-3.95,-5,267
90,3.27,0,0.41,0.04,9.93,-1.58,-5,270
91,2.62,0,0.34,-0.21,9.97,4.62,-5,273
92,2.0,0,0.29,-0.37,9.58,-1.83,-5,276
93,1.22,0,0.01,0.16,9.71,2.4,-5,279
94,0.43,0,-0.26,0.08,9.87,1.28,-5,282
95,0,0,-0.08,0.39,10.04,-0.51,-5,285
96,0,0,0.11,-0.46,9.79,4.2,-5,288
97,0,0,0.07,0.15,9.77,1.63,-5,291
98,0,0,-0.14,-0.28,10.0,-1.38,-5,294
99,0,0,-0.46,0.04,9.71,-3.6,-5,297
100,0,0,0.34,0.48,9.77,1.64,-5,300
101,0,0,0.26,0.41,9.8,2.26,-5,303
102,0,0,-0.33,-0.32,9.54,-2.63,-5,306
103,0,0,0.33,0.28,9.81,-0.46,-5,309
104,0,0,0.2,-0.13,9.74,2.26,-5,312
105,0,0,-0.06,0.23,9.58,-1.58,-5,315
106,0,0,0.4,0.03,9.63,4.1,-5,318
107,0,0,-0.45,0.4,9.6,3.75,-5,321
108,0,0,-0.2,-0.11,9.96,1.41,-5,324
109,0,0,-0.45,-0.27,9.8,-2.74,-5,327
110,0,0,-0.36,-0.46,9.6,-0.77,-5,330
111,0,0,-0.25,0.31,10.06,-1.07,-5,333
112,0,0,0.31,-0.24,9.76,3.89,-5,336
113,0,0,0.29,-0.07,9.96,2.8,-5,339
114,0,0,-0.02,-0.05,9.9,-0.9,-5,342
115,0,0,-0.01,0.16,9.62,-0.57,-5,345
116,0,0,-0.39,-0.49,9.9,-3.73,-5,348
117,0,0,0.46,-0.19,9.76,-4.25,-5,351
118,0,0,0.23,-0.36,10.07,0.89,-5,354
119,0,0,-0.28,0.2,9.52,-0.05,-5,357
