timestamp,altitude,vitesse,ax,ay,az,roll,pitch,yaw
72,10.74,3.11,-0.2,0.49,9.98,-3.86,0,216
73,10.75,3.31,-0.17,-0.17,9.91,0.05,0,219
74,10.88,3.22,-0.04,-0.03,9.69,-0.68,0,222
75,10.7,3.38,-0.03,-0.27,9.81,-1.13,0,225
76,10.89,3.5,0.32,0.48,9.87,2.1,0,228
77,10.93,3.59,-0.33,0.13,9.96,-1.51,0,231
78,10.76,3.75,-0.29,-0.38,10.09,0.05,0,234
79,10.77,3.83,-0.16,0.41,9.53,-1.13,0,237
80,9.9,3.44,0.46,0.41,9.76,-0.75,-5,240
81,8.95,2.95,-0.35,-0.05,9.76,3.39,-5,243
82,8.06,2.47,0.06,0.37,9.61,-3.13,-5,246
83,7.24,1.92,0.14,-0.22,9.82,-2.53,-5,249
84,6.57,1.58,0.21,0.1,10.03,2.62,-5,252
85,5.99,1.01,0.44,0.31,10.03,1.21,-5,255
86,5.35,0.61,-0.39,0.1,9.53,-0.44,-5,258
87,4.46,0.28,-0.32,0.33,10.01,4.79,-5,261
88,3.68,0,-0.06,0.05,9.84,3.72,-5,264
89,3.14,0,-0.24,0.04,9.97,-0.6,-5,267
90,2.22,0,0.06,0.47,10.11,3.28,-5,270
91,1.61,0,-0.32,0.24,9.99,0.37,-5,273
92,0.76,0,-0.22,0.06,9.96,3.89,-5,276
93,0.02,0,0.07,0.25,10.11,-2.39,-5,279
94,0,0,-0.44,0.23,9.65,1.47,-5,282
95,0,0,-0.42,-0.3,9.66,0.72,-5,285
96,0,0,-0.49,-0.2,9.6,-4.71,-5,288
97,0,0,0.45,0.33,9.96,-3.19,-5,291
98,0,0,-0.28,0.15,10.1,4.8,-5,294
99,0,0,0.26,-0.12,9.75,2.61,-5,297
100,0,0,-0.21,0.42,9.67,2.91,-5,300
101,0,0,0.09,-0.07,9.67,-1.02,-5,303
102,0,0,0.47,0.11,10.08,2.59,-5,306
103,0,0,0.35,0.23,10.01,0.97,-5,309
104,0,0,0.1,-0.35,9.69,-0.75,-5,312
105,0,0,0.16,0.12,9.53,-1.46,-5,315
106,0,0,0.32,-0.07,9.62,4.93,-5,318
107,0,0,-0.26,-0.08,9.67,1.71,-5,321
108,0,0,0.21,-0.36,9.57,-4.58,-5,324
109,0,0,-0.06,-0.32,9.52,0.29,-5,327
110,0,0,-0.48,0.32,9.87,-4.47,-5,330
111,0,0,0.2,0.29,9.89,-2.15,-5,333
112,0,0,-0.22,-0.05,9.52,-3.53,-5,336
113,0,0,0.04,0.18,9.88,3.87,-5,339
114,0,0,-0.36,-0.38,9.89,-3.95,-5,342
115,0,0,-0.41,-0.07,9.79,2.45,-5,345
116,0,0,-0.35,0.46,9.76,-1.36,-5,348
117,0,0,0.34,-0.03,9.92,-0.86,-5,351
118,0,0,-0.33,-0.25,9.66,3.61,-5,354
119,0,0,0.29,0.32,10.1,-0.32,-5,357
